band_name,corrected_band_name,average_price,mbid,listeners,playcount,actual_known_cost?,bio_intro,image_url
Mighty Mighty Bosst,Mighty mighty bosst,"$45,000",,2,15,TRUE," <a href=""https://www.last.fm/music/Mighty+mighty+bosst"">Read more on Last.fm</a>",
Miguel,Miguel,"$60,000",f5c1f728-4bf0-48d6-aa2b-1d2e36e2cd56,743467,12476324,TRUE,"Miguel Jontel Pimentel (born October 23,1986 in San Pedro, CA, United States) is a Grammy award-winning American R&B singer-songwriter signed to Jive Records. After working on albums by Usher, Musiq Soulchild, Jaheim and Asher Roth Miguel released his debut mixtape Mischief: The Mixtape in the summer of 2006. His debut studio album, All I Want Is You, was released in November 2010 and features the top ten hit All I Want Is You featuring J. Cole. Throughout October 2010, Miguel toured with singers Mary J. <a href=""https://www.last.fm/music/Miguel"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/0a1aef122a6ee79b4df5e5b978b0b632.png
Mike Posner,Mike Posner,"$45,000",5b64e344-b2fb-47bd-bd7b-4c793b17d472,1045311,11319374,TRUE,"Michael Robert Henrion Posner ""Mike Posner"" (born February 12, 1988 in Southfield, Michigan) is an American singer and producer signed to J Records. He released his debut mixtape, Reflections of a Lost Teen, in 2006. His next two mixtapes, A Matter of Time and One Foot Out the Door, caught the attention of many major labels. His debut album 31 Minutes to Takeoff was released August 10, 2010. Posner graduated from Duke University in December 2009 with a BA in Sociology and Business. He is close friends with rapper Big Sean.  <a href=""https://www.last.fm/music/Mike+Posner"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/ec73d97041bd2852572d5765c82c9a53.png
MOE,Moe,"$42,500",a8099118-8a7a-4548-a423-fd9a190d49aa,10474,75776,TRUE,"There are several artists and bands called Moe. 1. The jam band, moe. (punctuated as such) is occasionally represented without the trailing period. If you are listening to this artist, please fix your tags to moe..2. MoE is also a noise rock band from Norway.  Existing since 2008, MoE has released ""Lies"" (7"", 2009), ""It Pictures"" (LP, 2011), and ""Left to swallow"" (12"" one sided LP single, 2012). MoE/The Observatory split single, the ""David Yow"" seven inch and the album ""Oslo Janus"" were released in 2013. <a href=""https://www.last.fm/music/Moe"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/6f5eb11b700f6818ba1cd17a7dfb3a22.png
Needtobreathe,NEEDTOBREATHE,"$52,500",c5c2f1bb-09db-429f-8f77-ed9dfe39a36b,261222,5215426,TRUE," NEEDTOBREATHE is an American Christian rock band from Seneca, South Carolina. They were formed in 1998.ã®´ã®´ã®´We wanted to make an important record in the way that people used to make records. Bands rarely have the time that allows them to create a game-changing album like Born to Run, Rumours, or Damn The Torpedoes. So we said, ã®´ã®´ã®´Let's set ourselves up to do that. Let's believe in the songs enough that we're willing to take the time they need and really push ourselves. <a href=""https://www.last.fm/music/NEEDTOBREATHE"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/f321df978b2149e487909dccfcd246d8.png
Neon Trees,Neon Trees,"$42,500",16243662-8538-4746-a0fb-0d15b5828b8e,729070,10342237,TRUE,"Neon Trees is an alternative rock/new wave band which formed in Provo, Utah in 2005, with origins in Southern California. Formed initially by neighbors Tyler Glenn (lead vocals/keyboards) and Chris Allen (guitars), the band made its first home in Provo, eventually adding Branden Campbell (bass) and Elaine Bradley (drums/vocals) to the lineup. In 2010, the band's single ""Animal"" peaked at #1 on the Billboard Alternative Songs chart.Although a well known band in Provo <a href=""https://www.last.fm/music/Neon+Trees"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/1263114ac3a94eface1d8dc2421f21a0.png
Nickel Creek,Nickel Creek,"$50,000",365144f7-85af-4c83-b24b-b1d0b26160bb,229976,5196818,TRUE,"Nickel Creek is an American progressive acoustic music trio formed in 1989 and consisting of Chris Thile (mandolin),  Sara Watkins (fiddle) and Sean Watkins (guitar). Following an extended hiatus from 2007 (during which there were numerous solo projects from the band members), Nickel Creek reformed in 2014 with a new album and subsequent tour. The band released six albums between 1993 and 2006, winning a 2003 Grammy Award for Best Contemporary Folk Album.  <a href=""https://www.last.fm/music/Nickel+Creek"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/6a7912897b2b4592c5df9471b37ef44b.png
OK Go,OK Go,"$42,500",e132d370-2a59-4437-8610-756df28a5a02,1244884,23896232,TRUE,"OK Go is an American indie rock band which formed in Chicago, Illinois, United States in 1998. The band consists of Damian Kulash (guitar, vocals), Tim Nordwind (bass), Andy Ross (guitar, keyboards), and Dan Konopka (drums). The band is best known for their singles ""Get Over It"", ""A Million Ways"", ""Here It Goes Again"" and ""This Too Shall Pass"" and for their high concept, low budget, one-shot music videos. They play indie rock music, with influences such as Cheap Trick, T Rex and Queen. <a href=""https://www.last.fm/music/OK+Go"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/494a255360964f5e8abf0a50017f30aa.png
Olly Murs,Olly Murs,"$50,000",0b108024-ccb5-468f-b2e9-77ed4f5615c6,755969,12405681,TRUE,"Oliver Stanley ""Olly"" Murs (born May 14, 1984 in Witham, Essex, England) is an English singer-songwriter. He achieved second place on the sixth series of The X Factor in 2009. In early 2010, he was signed to Syco Music and Epic Records, which are owned by Sony Music. After he toured with X Factor Finalists tour, he began recording his debut album.Murs' debut single, ""Please Don't Let Me Go"" charted at number one on the UK Singles Chart, after releasing it on 27 August, beating Katy Perry's ""Teenage Dream"" to the #1 spot. <a href=""https://www.last.fm/music/Olly+Murs"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/9623fa5d50a1d8fcb882e529c674160a.png
Owl City,Owl City,"$50,000",ad279295-653f-42e1-9aaa-b731df2e78ba,1367820,45617144,TRUE,"Owl City is an American electropop musical project by Adam Young. Young started out making music in 2007 in his basement in his hometown of Owatonna, Minnesota, United States, later developing a following through his MySpace profile before being signed to Universal Republic. Young has released four albums under the Owl City moniker: ""Maybe I'm Dreaming"" (2008), ""Ocean Eyes"" (2009), ""All Things Bright and Beautiful"" (2011) and ""The Midsummer Station"" (2012). <a href=""https://www.last.fm/music/Owl+City"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/432a35ba986a423b8f072775940715b4.png
Papa Roach,Papa Roach,"$45,000",c5eb9407-caeb-4303-b383-6929aa94021c,2428338,76318450,TRUE,"Papa Roach is a hard rock band from Vacaville, California, United States.  Formed in 1993, it consists of Jacoby Shaddix (vocals), Jerry Horton (guitar), Tobin Esperance (bass), and Tony Palermo (drums). Tony, previously of Unwritten Law, joined the band permanently in 2008; the move came after the departure of one of the band's founding members, Dave Buckner. The band has sold more than 10 million album copies worldwide and are known for their hits ""Last Resort"", ""Scars"", ""Forever"", and ""Lifeline"", among others. <a href=""https://www.last.fm/music/Papa+Roach"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/c78cc8a4320e4da69d618e55ff0598b2.png
Phil Vassar,Phil Vassar,"$57,500",2b95a657-9729-4dc7-a02f-7d8624d2c970,196601,1240936,TRUE,"Phil Vassar (born May 28, 1964 in Lynchburg, Virginia) is an American country music artist, most notable for his songwriting and use of a piano as his most prominent backing instrument.Prior to signing with Arista Records in 2000, Vassar's songwriting talent was no stranger to the airwaves, penning number-one hits for some of the most popular country artists of the late 1990s: Jo Dee Messina (""Bye, Bye"" and ""I'm Alright""), Alan Jackson (""Right on the Money"") and Tim McGraw (""My Next Thirty Years"" and ""For A Little While""). <a href=""https://www.last.fm/music/Phil+Vassar"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/6dadb4d72bdd4b5cb52254fde698a216.png
Plain White T's,Plain White T's,"$35,000",49576e42-fbbd-4d73-968d-93c8dcf7f065,1405510,23021602,TRUE,"Plain White T's are a pop-punk band formed in 1997 in Illinois, United States. They are best known for ""Hey There Delilah"", an acoustic song performed solely by singer Tom Higgenson originally released in 2005 and later hit #1 in the US in 2007.For over a decade, Plain White T's have been playing to packed audiences craving for that perfect pop-punk punch. Their journey, which began in a small suburban basement playing covers, has taken the band to Warped Tour three times, and landed them opening slots for bands like Jimmy Eat World and AFI. <a href=""https://www.last.fm/music/Plain+White+T%27s"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/5c0bf2e23be6498aa55c740875f37bd5.png
Puddle of Mudd,Puddle of Mudd,"$42,500",ff460a70-fdf4-4aa2-b021-8a04da76d88e,1117054,14978676,TRUE,"Puddle of Mudd is an American post-grunge band. They achieved success on rock radio and some success in the mainstream, and their major-label debut Come Clean has sold over 5 million copies. To date the band has sold over 7 million albums, and have had a string of #1 mainstream rock singles in the United States. The original incarnation of this band was formed in 1992 in Kansas City, Missouri. In their hometown, they released their debut album ""Stuck"" in 1993, followed by ""Abrasive"" in 1996, to little commercial success. <a href=""https://www.last.fm/music/Puddle+of+Mudd"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/d2432818447b46f48cda73ffeb4165b2.png
Redman/Methodman,RedMan/MethodMan,"$35,000",,41,144,TRUE," <a href=""https://www.last.fm/music/RedMan%2FMethodMan"">Read more on Last.fm</a>",
Regina Spektor,Regina Spektor,"$42,500",fbb375f9-48bb-4635-824e-4120273b3ba7,1813048,85941940,TRUE,"Regina Spektor (born Regina Ilyinichna Spektor on 18 February 1980 in Moscow) is a Russian-born American singer-songwriter and pianist. Her music is associated with the anti-folk scene centered on New York City's East Village.Spektor studied classical piano from the age of six, practising on a Petrof piano given to her mother by her grandfather. She was also exposed to the music of rock and roll bands such as The Beatles, Queen, and The Moody Blues by her father <a href=""https://www.last.fm/music/Regina+Spektor"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/7240bceb0863411abc35d1f37b1412da.png
Rick Ross,Rick Ross,"$40,000",3813b7cf-5550-42bb-a23f-3d6977f7943e,1682918,18608907,TRUE,"William Leonard Roberts II (born January 28, 1976), better known by his stage name Rick Ross, is an American rapper. He derived his stage name from the drug trafficker ""Freeway"" Ricky Ross. Ross founded the record label Maybach Music Group, on which he released his studio albums Deeper Than Rap ,Teflon Don, God Forgives, I Don't, Mastermind, Hood Billionaire, Black Market and most recently 2017's Rather You Than Me.William Leonard Roberts II was born in Coahoma County <a href=""https://www.last.fm/music/Rick+Ross"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/4bd52feb869d419db04a7647de616487.png
Rick Springfield,Rick Springfield,"$50,000",88543892-2eef-4a6a-a84c-5b8502b80421,445925,2794442,TRUE,"Rick Springfield (born Richard Lewis Springthorpe on 23 August 1949) is an Australian singer-songwriter, musician, and actor. A member of the pop rock group Zoot from 1969 to 1971, he had an initial career as a charismatic 'teen idol'; he started his string of solo works with a debut single, called ""Speak to the Sky"", that reached the top 10 in Australia. In mid-1972, he relocated to the U.S., evolving into a more strident new wave and power pop sound as the years passed. <a href=""https://www.last.fm/music/Rick+Springfield"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/5ce333005c9648e2b3c64a9c4de8b7f2.png
Santigold,Santigold,"$50,000",97b20fe3-0924-4a5f-9955-d0b5c5f9587f,1081857,27329748,TRUE,"Santigold (born Santi White on September 25, 1976) is a musician, songwriter and producer from Philadelphia, Pennsylvania, USA who formerly went under the stage name Santogold. She is perhaps best known for the song L.E.S. Artistes which became a hit in the UK and on American alternative radio. In February 2009, she officially changed her stage name to Santigold as a result of infomercial jeweller Santo Gold threatening legal action against White and her label Downtown Records. <a href=""https://www.last.fm/music/Santigold"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/48fe376720e5ebe58062f259ba828ab1.png
Sean Kingston,Sean Kingston,"$30,000",f7eb3be3-1065-4a53-94d4-e2d0c15c0b33,1204989,8822041,TRUE,"Kisean Jamal Anderson (born February 3, 1990 in Miami, Florida), better known by his stage name Sean Kingston, is a Jamaican-American reggae fusion singer and rapper. He released his debut single, Beautiful Girls, in May 2007 and it managed to rise to number one on the Billboard Hot 100 and stayed there for three weeks. He released his self-titled debut album in June 2007, and then his sophomore studio album, Tomorrow, was released in September of 2009. <a href=""https://www.last.fm/music/Sean+Kingston"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/1d1b355387e34ba2920d4dcd5a0148fe.png
Sevendust,Sevendust,"$35,000",52b9e109-44a0-45eb-a197-226c4abab232,651932,12986766,TRUE,"Sevendust is an American metal/hard rock band from Atlanta, Georgia. The band was formed in 1994 by bassist Vince Hornsby, drummer Morgan Rose and guitarist John Connolly. After their first demo, lead vocalist Lajon Witherspoon and guitarist Clint Lowery joined the group. Following a few name changes, the members settled on the name Sevendust and released their self-titled debut, Sevendust, on April 15, 1997.The self-titled debut sold 311 copies its first week. <a href=""https://www.last.fm/music/Sevendust"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/5418df066db34abcbd301530a39a52dd.png
Sevyn Streeter,Sevyn Streeter,"$35,000",ec3e1298-23c5-4c39-bb2b-ae6a588afdeb,99104,810927,TRUE,"Amber ""Sevyn"" Streeter is a singer/songwriter who was a part of two girl groups. Back in 2002 she was a part of TG4 which fell apart and later joined Rich Harrison's group, Richgirl, which split in 2011.Her songs and vocals have been heard by millions, earning multiple awards and countless accolades, but only now is Sevyn Streeter poised to take her own place in the spotlight. The acclaimed singer/songwriter is currently readying her eagerly awaited Atlantic debut album <a href=""https://www.last.fm/music/Sevyn+Streeter"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/4d70b029128d4cf8cc55b90888f75c3d.png
Shedaisy,SHeDAISY,"$50,000",166c939c-a97e-44b9-b405-23d49a72df4e,116758,849710,TRUE,"    It has always been about the songs. SHeDAISYã®´Í¶s place in the music world begins with Kristyn Osborn's songwriting, with her ability to probe her psyche and, by extension, ours. The fact that she and sisters Kelsi and Kassidy are equally adept at placing those songs in intriguing and memorable settings, at making them come alive in the studio and on stage, is the rest of the multi-platinum equation.    As their winding career path makes clear <a href=""https://www.last.fm/music/SHeDAISY"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/2c47845cacb24af0bd6618718d527960.png
Slash,Slash,"$55,000",ef2533cc-e8fa-4ba9-96a1-5a516e5bf850,422457,13587991,TRUE,"Saul Hudson (born 23 July 1965, Stoke, England), better known by his stage name Slash, is a British-American musician. He is the lead guitarist of the American hard rock band Guns N' Roses, with whom he performed and recorded between 1985 and 1996, Reuniting with the band in 2016.  He later formed Slash's Snakepit and co-founded Velvet Revolver with his former bandmates Duff McKagan and Matt Sorum; and his debut solo album, Slash , was released in April 2010. <a href=""https://www.last.fm/music/Slash"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/42e50d4fcc564422856f776732cbeb8a.png
Slightly Stoopid,Slightly Stoopid,"$50,000",2c7e21ad-9b16-42df-9f9b-d583ce70a88a,623849,11419306,TRUE,"While itã®´Í¶s a rare commodity for a band to tour as consistently as Slightly Stoopid, the groupã®´Í¶s diligent commitment to live music provides some insight into their loyal fan base and unique creative metamorphosis throughout their 17-year existence. Though it's been a couple of years since the release of their last studio album, Top Of The World (August 14, 2012), the Ocean Beach, California-based groupã®´ã®´ã®´led by co-founders and multi-instrumentalists <a href=""https://www.last.fm/music/Slightly+Stoopid"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/8bd2fbb56bff4b91b470cd37b62af740.png
Smash Mouth,Smash Mouth,"$50,000",944e1036-8a03-4611-8aa0-31515a05c848,1168031,11894350,TRUE,"Smash Mouth is an alternative rock band from San Jose, California, United States that formed in 1994, the band comprises Steve Harwell (lead vocalist), Greg Camp (guitarist/songwriter), Paul De Lisle (bassist), and new drummer since early 2006, Jason Sutter (replacing Michael Urbano, who left due to creative differences). Their hit songs include ""Walkin' on the Sun"" (1997) and ""All Star"" (1999).Focused at times playing ""neo-ska"" music, the band has adopted retro styles spanning several decades of popular music <a href=""https://www.last.fm/music/Smash+Mouth"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/cf197bc9289f4e75b475fe38547d895b.png
Sugar Ray,Sugar Ray,"$40,000",ecc5119f-2ce2-4561-8c36-3aa4dd49e281,645467,6081738,TRUE,"Sugar Ray is a rock band from Orange County, California. The band formed in 1992 with the name Shrinky Dinx, later changing it to Sugar Ray after the boxer Sugar Ray Leonard. They originally were a funk metal band, however later releases abandoned this genre in favour of pop rock.Their debut album, Lemonade and Brownies, was released in 1995. It failed to produce a major hit. Their early work was strongly influenced by funk, punk, alternative rock and straight-up rhythm and blues, not a particularly fashionable combination at the time. <a href=""https://www.last.fm/music/Sugar+Ray"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/f4188a3f7e9049cb82a58228e3ac2d49.png
Sum 41,Sum 41,"$40,000",f2eef649-a6d5-4114-afba-e50ab26254d2,2203146,85651479,TRUE,"Sum 41 is a Canadian punk rock band from Ajax, Ontario, Canada, active since 1996. The current members, as of February 2017, are Deryck Whibley (lead vocals, rhythm guitar), Jason McCaslin (bass guitar, backing vocals), and Tom Thacker (lead guitar, backing vocals, keyboard) and Frank Zummo (drums). They've released six studio albums as of February 2017.Sum 41 released their debut album, All Killer No Filler, in 2001 and achieved mainstream success through the album's first single <a href=""https://www.last.fm/music/Sum+41"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/2608afddc6a54d2987ddcfdad6924c39.png
Switchfoot,Switchfoot,"$35,000",ff865aa0-4603-4f79-ae8b-8735332e2cfa,884691,22835893,TRUE,"Switchfoot is a Grammy-winning alternative rock band from San Diego, California, United States. The band was formed in 1996 with the brothers Jon Foreman (lead singer/guitarist) and Tim Foreman (bass). Long-time friend Chad Butler (drums) joined soon after.  Eventually the band evolved to what it is today with the addition of members Jerome Fontamillas (key/guitar/electronics - formerly of Mortal and Fold Zandura) and Drew Shirley (guitar - formerly of All Together Separate).  <a href=""https://www.last.fm/music/Switchfoot"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/181914956a584663a96d665df3089b6f.png
T-Pain,T-Pain,"$40,000",,1257769,10214603,TRUE,"Faheem Rasheed Najm (born September 30, 1985 in Tallahassee, Florida), better known by his stage name T-Pain, is a prolific American singer. At the age of ten he turned his bedroom into a small studio with a keyboard, beat machine and four-track recorder, and he began his career as a rapper in the group Nappy Headz. In 2005 he released his debut album Rappa Ternt Sanga, and has since released 2007's Epiphany and 2008's Thr33 Ringz. The ""T"" in T-Pain stands for Tallahassee, and the 'Pain' means the pain trying to get out of Tallahassee. <a href=""https://www.last.fm/music/T-Pain"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/a1ef70e91f7a4bfda748eae84758ae16.png
Terri Clark,Terri Clark,"$40,000",58597daa-83ea-4eec-af60-f8437dfdf0e6,130921,1060767,TRUE,"Terri Clark (born on August 5, 1968 in Montreal, Quebec, Canada) is a country musician. She grew up in Medicine Hat, Alberta and moved to Nashville at age 18. There she played at Tootsie's Orchid Lounge, where she got her start. She signed with Mercury Records, and her first single, ""Better Things to Do,"" reached No. 3. Clark was the first Canadian woman to be inducted into the Grand Ole Opry on June 12, 2004.  Her hits include: Better Things To Do <a href=""https://www.last.fm/music/Terri+Clark"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/864b7fb0bd8a442eb5ec9456ac45a43c.png
The Bravery,The Bravery,"$35,000",7e30debb-3308-49ab-a5ac-6d49319a5705,1152246,18289104,TRUE,"The Bravery is an alternative rock band with electronic influences, formed in New York City in 2003. Their musical style has been compared to The Strokes, New Order and The Killers, amongst others. They are best known for three songs - 2005's ""An Honest Mistake"", 2007's ""Time Won't Let Me Go"" and 2008's ""Believe"". The band consists of Sam Endicott (vocals, guitar), Michael Zakarin (guitar), John Conway (keyboard), Mike Hindert (bass) and Anthony Burulcich (drums). <a href=""https://www.last.fm/music/The+Bravery"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/bf8f55abd545e56e68daee307bb39cf0.png
The Dandy Warhols,The Dandy Warhols,"$45,000",5f572b31-8fd9-45ae-9beb-358c98d839df,1151740,22654190,TRUE,"The Dandy Warhols is an American alternative rock band formed in Portland, Oregon in 1993. The band was founded by lead singer Courtney Taylor-Taylor, keyboardist Zia McCabe, guitarist Peter Holmstrﬁ›m, and drummer Eric Hedford. Hedford left in 1998 to be replaced by Taylor-Taylor's cousin Brent DeBoer. The band's name is a pun on the name of American pop artist Andy Warhol.The Dandy Warhols are strongly influenced by The Brian Jonestown Massacre <a href=""https://www.last.fm/music/The+Dandy+Warhols"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/c07e11fca8004fe8ac0baad4f806fdbf.png
The Dream,The Dream,"$57,500",63c06de9-e5a5-49cd-ad78-ad6360af27ac,116286,1515841,TRUE,"There is more than one artist with this name:1) The Dream was the original band name of the multi-platinum funk-rock band Extreme. Singer Gary Cherone, drummer Paul Geary & company used the name from 1981-84 & released a self-titled EP in 1983. After recruiting guitar virtuoso Nuno Bettencourt to replace both guitar players & bassist Pat Badger in 1985, the name was changed to ""EXTREME"".2) The Dream is a psychedelic band from Norway led by avant guitarist Terje Rypdal. GET DREAMY offers up ten tracks of the group's sonic adventurousness. <a href=""https://www.last.fm/music/The+Dream"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/cefdfc1352ba4eb0ce3171a373c2b77f.png
The Game,The Game,"$40,000",baec7ed1-32d7-482d-9455-33c403e61952,1988662,28613959,TRUE,"1. Jayceon Terrell Taylor (born November 29, 1979 in Compton, California, United States), better known by his stage name Game, formerly known as The Game, is an American Grammy Award winning gangsta rapper signed to Aftermath Entertainment through his own label Black Wall Street Records, with which he founded with his half brother Big Fase 100. He rose to fame in 2005 with the success of his debut album, The Documentary, and his two Grammy nominations. <a href=""https://www.last.fm/music/The+Game"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/ea5e8f0da3f24925b9950cad7adec568.png
The National,The National,"$35,000",664c3e0e-42d8-48c1-b209-1efca19c0325,1678547,139750279,TRUE,"The National is a Brooklyn-based alternative rock band formed in 1999, by friends from Cincinnati, Ohio, USA. The band's lyrics are written and sung by Matt Berninger in a distinctive, deep baritone. The rest of the band is composed of two pairs of brothers: Aaron Dessner (guitar, bass, keyboards), Bryce Dessner (guitar), Scott Devendorf (bass, guitar) and Bryan Devendorf (drums). Their self-titled debut album""The National"" (Brassland 2001) was recorded and released before they had played even a single show. <a href=""https://www.last.fm/music/The+National"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/fc1d606b83b7433a8b82d3ed2a12248f.png
The Neighborhood,The Neighborhood,"$50,000",cf437be2-408d-48ae-9fc9-d5045c139ff6,25,142,TRUE,"""Bursting forth from a cloud of purple smoke and heavenly lights, Norman, Oklahoma band The Neighborhood came into existence sometime in the fall of 2004. The trio stumbled out of the haze disoriented and confused, but unified in their one desire: to create great music.In the years since this explosive beginning, The Neighborhood (members: Matt Duckworth, Eric Mai, and Philip Rice) has matured into a successful young band with a loyal fanbase and a captivating live show. <a href=""https://www.last.fm/music/+noredirect/The+Neighborhood"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/6b1d2d831ede4c2585a2aa39cdc2f693.png
The Starting Line,The Starting Line,"$50,000",9701356d-08d9-45ba-975d-977ab466e7be,608902,13119227,TRUE,"The Starting Line is an American pop punk band that was formed in 1999 in Churchville, Pennsylvania. The band consists of Kenny Vasoli (vocals, bass), Matt Watts (guitar), Mike Golla (guitar), Brian Schmutz (keyboards, vocals) and Tom Gryskiewicz (drums). Having four studio albums under their belt, the group are best known for their 2007 rock radio hit ""Island"" as well as their popular 2002 single ""The Best of Me"". In 2008, the band began a hiatus, which ended several months later but the group has only toured intermittently since then. <a href=""https://www.last.fm/music/The+Starting+Line"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/6a2bdd1ed0a848f280e053bb022eeef1.png
The Ting Tings,The Ting Tings,"$45,000",e618770f-e994-41c3-856f-1eedf56b6d74,1444032,25713212,TRUE,"The Ting Tings are an alternative pop duo which formed in 2004 in Salford, Greater Manchester, England, United Kingdom and consist of Katie White (vocals, guitar, bass drums) and Jules De Martino (drums, vocals).The band has released three albums: ""We Started Nothing"" (2008), ""Sounds from Nowheresville"" (2012) and ""Super Critical"" (2014). Their 2008 single ""That's Not My Name"" reached number one in the UK and its follow-up ""Shut Up and Let Me Go"" reached the top ten. Both singles were minor hits in the United States. <a href=""https://www.last.fm/music/The+Ting+Tings"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/48bc8cbfeedd4de9b2a851973d12a1dd.png
The Wallflowers,The Wallflowers,"$42,500",d9c90718-d54d-4ccf-a92e-37a5415ce299,800725,8405615,TRUE,"Two bands have used the name ""The Wallflowers"":1. An American rock band2. A British indie rock band1. The Wallflowers are a rock band which formed in 1989 in Los Angeles, California, United States. The band's only constant member has been singer/guitarist Jakob Dylan, the son of folk rock legend Bob Dylan. The Wallflowers have released six albums: ""The Wallflowers"" (1992), ""Bringing Down the Horse"" (1996), ""Breach"" (2000), ""Red Letter Days"" (2002) <a href=""https://www.last.fm/music/The+Wallflowers"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/7d90b33457b541b69c76bf5057b10afc.png
Theory of a Deadman,Theory of a Deadman,"$57,500",183e636e-d41c-43fe-a428-8a034eb20c7b,953292,17689755,TRUE,"Theory of a Deadman (or Theory for short) is a rock band from North Delta, British Columbia, Canada, formed in 2001, signed by Nickelback vocalist Chad Kroeger to 604 Records, after lead singer Tyler Connolly gave Kroeger a demo tape. The band also includes traits of other music styles, such as country, metal and more acoustic elements. Theory has released six studio albums and three #1 hits on the Mainstream Rock Chart. The band scored the entire soundtrack for the video game, ""Indigo Prophecy"" / ""Fahrenheit"". <a href=""https://www.last.fm/music/Theory+of+a+Deadman"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/8c3d4dc3cd204f7689af28b5496a7aea.png
Thompson Square,Thompson Square,"$45,000",ddf152b8-584e-47a5-a7f4-280a21b0b8ca,190873,1101166,TRUE,"Thompson Square isnã®´Í¶t a real place, exactly. Itã®´Í¶s the musical territory staked out by the husband-and-wife duo of Keifer and Shawna Thompson, an exciting and unpredictable area where country meets rock, rough meets smooth and one vagabond heart finds a harmonious common ground with another. Itã®´Í¶s the sweet destination where two journeys end and another one begins. ã®´ã®´ã®´Itã®´Í¶s the place where we create our thing, a little fantasyland where we live,ã®´Íù Keifer says.  <a href=""https://www.last.fm/music/Thompson+Square"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/4b1245f9f4cf4046ad43d4b4a75a3dce.png
Timeflies,Timeflies,"$50,000",4388976f-9e02-42d9-b66f-1b9e124e3ca6,269051,2365360,TRUE,"Timeflies is a music duo consisting of Producer Rob Resnick (formerly DJ Rob Resnick)  and vocalist Cal. Though they got their start in Boston, the guys are originally from New Jersey and New York, respectively. Using elements of pop, hip-hop, electro, dubstep, and rock, Timeflies aims to escape genre limitations. Their goal has always been to make music that people can connect with. The duo has been playing shows at colleges and bars across the country, gaining in popularity. <a href=""https://www.last.fm/music/Timeflies"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/e36762dbb01c49e8b7c900a1cecc7a23.png
